time,PM10_ug_m3,PM2_5_ug_m3,bme_pressure,temperature,humidity,CO_ppm,NO2_ppm,O3_ppb
2024-02-02 08:17:06+00:00,9.3,9.3,999.12,30.20000076,24.10000038,3.980243444,0.156596661,9.202397346
2024-02-02 08:18:05+00:00,9.8,9.6,999.18,30.39999962,24.5,3.998657703,0.155367196,9.202397346
2024-02-02 08:20:08+00:00,13.2,13.2,999.04,31.0,24.89999962,4.01715374,0.154147655,9.851361275
2024-02-02 08:21:05+00:00,11.6,11.6,999.1,31.29999924,24.70000076,4.035734177,0.155367196,9.851361275
2024-02-02 08:23:05+00:00,14.2,14.2,999.07,31.79999924,24.60000038,4.054397106,0.154756188,10.37737465
2024-02-02 08:24:05+00:00,13.6,13.6,999.09,32.0,24.29999924,4.054397106,0.15354155,10.37737465
2024-02-02 08:26:05+00:00,10.3,10.3,999.07,32.29999924,24.20000076,4.054397106,0.154756188,9.851361275
2024-02-02 08:27:05+00:00,11.6,11.6,999.08,32.59999847,23.60000038,4.054397106,0.154147655,9.851361275
2024-02-02 08:29:06+00:00,16.8,16.8,999.06,33.0,23.70000076,4.054397106,0.15354155,9.683712006
2024-02-02 08:30:05+00:00,14.7,14.0,999.06,33.20000076,23.70000076,4.073145866,0.154147655,9.683712006
2024-02-02 08:32:06+00:00,15.6,15.6,999.06,33.5,22.79999924,4.054397106,0.15354155,7.095608234
2024-02-02 08:33:06+00:00,15.6,15.4,999.08,33.59999847,23.20000076,4.054397106,0.154147655,7.095608234
2024-02-02 08:35:06+00:00,10.2,9.6,999.09,33.79999924,22.29999924,4.073145866,0.154147655,8.751508713
2024-02-02 08:36:05+00:00,17.2,17.2,999.05,33.79999924,22.29999924,4.073145866,0.154147655,8.751508713
2024-02-02 08:38:06+00:00,19.0,19.0,999.15,33.70000076,22.39999962,4.110896111,0.152336702,8.751508713
2024-02-02 08:39:05+00:00,18.8,18.8,999.15,33.59999847,23.5,4.073145866,0.154147655,8.751508713
2024-02-02 08:41:05+00:00,25.4,25.4,999.18,33.0,22.79999924,4.073145866,0.152937904,8.061294556
2024-02-02 08:42:05+00:00,28.3,28.0,999.18,32.70000076,23.20000076,4.073145866,0.154756188,8.061294556
2024-02-02 08:45:06+00:00,29.0,28.6,999.16,32.20000076,24.0,4.073145866,0.15354155,7.095608234
2024-02-02 08:46:05+00:00,29.0,28.5,999.14,32.09999847,24.20000076,4.054397106,0.154756188,7.095608234
2024-02-02 08:48:06+00:00,27.3,26.5,999.07,31.70000076,23.70000076,4.035734177,0.154756188,7.095608234
2024-02-02 08:49:05+00:00,31.4,30.4,999.05,31.39999962,23.79999924,4.035734177,0.155367196,7.095608234
2024-02-02 08:51:06+00:00,34.6,31.6,999.04,31.10000038,24.20000076,4.035734177,0.15354155,7.095608234
2024-02-02 08:52:05+00:00,31.2,30.2,999.04,31.0,24.20000076,4.054397106,0.155367196,7.095608234
2024-02-02 08:54:05+00:00,28.6,28.4,999.04,30.89999962,24.29999924,4.035734177,0.154147655,7.207911491
2024-02-02 08:55:05+00:00,24.6,24.6,999.06,30.89999962,24.89999962,4.035734177,0.155367196,7.207911491
2024-02-02 08:57:05+00:00,29.7,29.3,999.04,30.79999924,24.5,4.035734177,0.154756188,7.207911491
2024-02-02 08:58:07+00:00,29.6,28.6,999.04,30.70000076,24.29999924,4.01715374,0.155367196,7.207911491
2024-02-02 09:00:05+00:00,29.8,28.8,999.03,30.5,24.70000076,4.035734177,0.154756188,7.439418316
2024-02-02 09:01:06+00:00,29.8,28.9,999.12,30.39999962,24.79999924,4.01715374,0.155980676,7.439418316
2024-02-02 09:03:05+00:00,34.5,31.6,999.06,30.5,25.0,3.998657703,0.155367196,7.207911491
2024-02-02 09:04:06+00:00,36.3,33.1,999.07,30.5,25.0,3.998657703,0.155367196,7.207911491
2024-02-02 09:06:05+00:00,35.5,32.2,999.1,30.60000038,25.10000038,4.01715374,0.154756188,6.985527992
2024-02-02 09:07:05+00:00,35.4,32.4,999.15,30.70000076,25.10000038,3.998657703,0.157215163,6.985527992
2024-02-02 09:09:06+00:00,34.2,31.6,999.1,30.79999924,25.0,3.961911678,0.157215163,7.095608234
2024-02-02 09:10:05+00:00,30.3,29.4,999.04,30.70000076,24.79999924,4.01715374,0.157215163,7.095608234
2024-02-02 09:12:05+00:00,29.7,28.8,999.07,30.79999924,24.29999924,3.998657703,0.155367196,7.207911491
2024-02-02 09:13:06+00:00,28.6,28.4,999.1,30.79999924,24.29999924,3.998657703,0.155367196,7.207911491
2024-02-02 09:16:05+00:00,31.4,30.2,999.07,30.60000038,24.70000076,3.998657703,0.156596661,8.061294556
2024-02-02 09:17:06+00:00,28.2,27.8,999.06,30.70000076,24.39999962,4.01715374,0.154147655,8.061294556
2024-02-02 09:19:05+00:00,31.0,30.1,999.05,31.29999924,24.29999924,4.01715374,0.154147655,7.804834843
2024-02-02 09:20:06+00:00,24.5,24.3,998.97,31.70000076,24.39999962,4.01715374,0.154147655,7.804834843
2024-02-02 09:22:05+00:00,27.2,26.8,998.96,32.59999847,23.89999962,4.01715374,0.154756188,6.566388607
2024-02-02 09:23:06+00:00,27.8,27.8,998.95,32.59999847,23.89999962,4.01715374,0.154756188,6.566388607
2024-02-02 09:25:05+00:00,23.2,23.0,999.04,33.59999847,23.39999962,4.035734177,0.155367196,6.566388607
2024-02-02 09:26:05+00:00,28.1,27.3,998.95,34.0,23.10000038,4.01715374,0.155367196,6.566388607
2024-02-02 09:28:06+00:00,20.8,20.6,999.01,34.70000076,22.39999962,4.01715374,0.156596661,8.607556343
2024-02-02 09:29:05+00:00,19.6,19.6,999.02,34.90000153,22.39999962,4.01715374,0.154756188,8.607556343
2024-02-02 09:31:05+00:00,26.6,26.0,999.02,35.5,21.70000076,3.998657703,0.155980676,8.607556343
2024-02-02 09:32:05+00:00,28.6,28.0,999.01,35.5,21.70000076,3.998657703,0.155980676,8.607556343
2024-02-02 09:34:05+00:00,27.0,27.0,998.94,36.0,20.89999962,3.998657703,0.156596661,6.566388607
2024-02-02 09:35:05+00:00,25.5,25.5,998.96,36.20000076,20.89999962,3.998657703,0.155367196,6.566388607
2024-02-02 09:37:05+00:00,28.2,27.8,998.96,36.29999924,21.29999924,3.961911678,0.156596661,8.328671455
2024-02-02 09:38:05+00:00,26.0,26.0,998.98,36.29999924,20.70000076,4.01715374,0.155980676,8.328671455
2024-02-02 09:40:05+00:00,30.4,29.4,998.98,36.5,21.5,3.980243444,0.156596661,8.328671455
2024-02-02 09:41:05+00:00,21.8,21.8,998.98,36.5,21.5,3.980243444,0.156596661,8.328671455
2024-02-02 09:43:06+00:00,24.0,23.6,998.96,36.40000153,21.10000038,3.961911678,0.156596661,8.466638565
2024-02-02 09:44:05+00:00,25.2,25.2,998.96,36.20000076,21.60000038,3.961911678,0.158459723,8.466638565
2024-02-02 09:46:06+00:00,20.6,20.6,998.92,36.0,21.60000038,3.980243444,0.156596661,8.607556343
2024-02-02 09:47:05+00:00,26.0,26.0,998.88,36.20000076,21.70000076,3.961911678,0.157836154,8.607556343
2024-02-02 09:48:06+00:00,23.6,23.6,998.91,36.29999924,20.5,3.980243444,0.156596661,8.607556343
2024-02-02 09:50:05+00:00,22.0,21.2,998.92,36.29999924,21.39999962,3.998657703,0.157836154,9.359332085
2024-02-02 09:51:06+00:00,20.0,20.0,998.92,36.29999924,21.39999962,3.998657703,0.157836154,9.359332085
2024-02-02 09:53:05+00:00,14.0,14.0,998.91,36.0,21.0,4.01715374,0.156596661,9.519738197
2024-02-02 09:54:06+00:00,19.8,19.4,998.88,36.20000076,21.70000076,3.998657703,0.155980676,9.519738197
2024-02-02 09:56:06+00:00,21.2,21.2,998.82,36.79999924,20.70000076,4.01715374,0.154756188,10.02278042
2024-02-02 09:57:05+00:00,19.4,18.8,998.79,37.09999847,21.20000076,4.035734177,0.154756188,10.02278042
2024-02-02 09:59:06+00:00,18.4,18.4,998.81,37.70000076,20.70000076,4.265372276,0.149366364,9.519738197
2024-02-02 10:00:05+00:00,16.0,15.8,998.79,37.70000076,20.70000076,4.265372276,0.149366364,9.519738197
2024-02-02 10:02:06+00:00,12.8,12.5,998.78,38.0,20.5,4.285081863,0.145878926,10.19808006
2024-02-02 10:03:05+00:00,15.2,15.2,998.81,37.90000153,20.39999962,5.130560875,0.136968508,10.19808006
2024-02-02 10:05:06+00:00,16.2,16.0,998.79,37.59999847,20.89999962,5.059764862,0.12606585,10.74840069
2024-02-02 10:06:05+00:00,12.6,12.6,998.78,37.59999847,21.0,3.998657703,0.155980676,10.74840069
2024-02-02 10:08:06+00:00,13.2,13.2,998.69,37.20000076,20.89999962,3.998657703,0.157836154,11.54369259
2024-02-02 10:09:06+00:00,16.2,16.2,998.71,36.79999924,21.29999924,4.054397106,0.154756188,11.54369259
2024-02-02 10:11:05+00:00,14.5,14.5,998.71,36.5,21.5,4.054397106,0.154147655,12.19102955
2024-02-02 10:12:07+00:00,16.6,16.6,998.66,36.5,21.60000038,4.054397106,0.155980676,12.19102955
2024-02-02 10:14:05+00:00,14.6,13.6,998.64,36.59999847,21.60000038,4.091978073,0.154147655,12.19102955
2024-02-02 10:15:06+00:00,14.4,13.8,998.69,37.0,21.39999962,4.054397106,0.152336702,12.19102955
2024-02-02 10:18:05+00:00,10.0,10.0,998.6,37.79999924,21.10000038,4.035734177,0.154756188,12.6490593
2024-02-02 10:19:05+00:00,10.0,10.0,998.59,37.79999924,21.10000038,4.035734177,0.154756188,12.6490593
2024-02-02 10:21:05+00:00,7.6,7.6,998.56,37.40000153,21.10000038,4.054397106,0.154756188,13.37915325
2024-02-02 10:22:05+00:00,10.0,10.0,998.56,37.29999924,21.29999924,4.01715374,0.156596661,13.37915325
2024-02-02 10:24:05+00:00,12.0,12.0,998.51,36.79999924,21.5,4.01715374,0.157215163,10.37737465
2024-02-02 10:25:06+00:00,12.4,12.4,998.53,36.70000076,21.70000076,4.01715374,0.157215163,10.37737465
2024-02-02 10:27:05+00:00,9.8,9.2,998.59,36.59999847,21.70000076,4.01715374,0.155980676,11.33788586
2024-02-02 10:28:07+00:00,8.8,8.8,998.54,36.29999924,21.89999962,3.998657703,0.156596661,11.33788586
2024-02-02 10:30:05+00:00,9.7,9.7,998.5,36.5,21.89999962,3.998657703,0.157215163,15.61576462
2024-02-02 10:31:05+00:00,9.5,9.5,998.5,36.59999847,21.79999924,4.01715374,0.157215163,15.61576462
2024-02-02 10:33:05+00:00,5.2,5.0,998.49,36.90000153,21.60000038,3.980243444,0.157215163,15.9289732
2024-02-02 10:34:05+00:00,10.8,10.8,998.49,36.90000153,21.70000076,3.998657703,0.157836154,15.9289732
2024-02-02 10:36:05+00:00,9.4,9.4,998.42,36.59999847,21.79999924,3.943661451,0.158459723,11.97011089
2024-02-02 10:37:05+00:00,9.8,9.3,998.45,36.5,21.89999962,3.943661451,0.15908584,11.97011089
2024-02-02 10:39:05+00:00,9.0,9.0,998.46,36.29999924,22.10000038,3.943661451,0.158459723,16.25050354
2024-02-02 10:40:05+00:00,8.3,8.3,998.41,35.90000153,22.20000076,3.943661451,0.157836154,16.25050354
2024-02-02 10:42:05+00:00,6.7,6.7,998.42,35.5,22.5,3.943661451,0.157836154,16.25050354
2024-02-02 10:43:06+00:00,9.0,9.0,998.38,35.29999924,22.5,3.925492048,0.157836154,16.25050354
2024-02-02 10:45:35+00:00,10.0,10.0,998.34,35.70000076,22.39999962,3.961911678,0.157836154,17.6255703
2024-02-02 10:46:08+00:00,5.0,5.0,998.34,36.0,22.29999924,3.961911678,0.157215163,17.6255703
2024-02-02 10:49:05+00:00,8.6,8.6,998.29,36.09999847,22.20000076,3.943661451,0.157836154,17.6255703
2024-02-02 10:50:05+00:00,8.4,8.4,998.3,36.0,22.20000076,3.961911678,0.157836154,17.6255703
2024-02-02 10:52:05+00:00,10.8,10.8,998.29,35.59999847,22.39999962,3.980243444,0.157836154,18.37089157
2024-02-02 10:53:05+00:00,8.6,8.6,998.26,35.40000153,22.5,3.980243444,0.155980676,18.37089157
2024-02-02 10:55:05+00:00,9.5,9.3,998.32,35.20000076,22.60000038,3.980243444,0.156596661,18.37089157
2024-02-02 10:56:05+00:00,10.5,10.5,998.16,35.29999924,22.70000076,3.998657703,0.155980676,18.37089157
2024-02-02 10:58:05+00:00,10.2,10.2,998.22,35.59999847,22.39999962,3.980243444,0.157215163,18.37089157
2024-02-02 10:59:05+00:00,9.3,9.3,998.22,35.90000153,22.29999924,3.980243444,0.155980676,18.37089157
2024-02-02 11:01:05+00:00,10.0,10.0,998.18,35.59999847,22.39999962,3.980243444,0.157836154,13.12981224
2024-02-02 11:02:05+00:00,7.0,7.0,998.21,35.40000153,22.60000038,3.961911678,0.156596661,13.12981224
2024-02-02 11:04:05+00:00,9.0,8.5,998.18,35.20000076,22.79999924,3.961911678,0.158459723,18.75918961
2024-02-02 11:05:05+00:00,7.2,7.2,998.15,35.09999847,22.5,3.961911678,0.157215163,18.75918961
2024-02-02 11:07:05+00:00,8.8,8.0,998.16,34.90000153,22.89999962,3.961911678,0.156596661,18.75918961
2024-02-02 11:08:05+00:00,10.0,10.0,998.15,34.79999924,23.0,3.961911678,0.157215163,18.75918961
2024-02-02 11:10:06+00:00,6.7,6.7,998.13,34.40000153,23.20000076,3.980243444,0.157215163,18.75918961
2024-02-02 11:11:06+00:00,7.4,7.4,998.14,34.20000076,23.20000076,3.961911678,0.156596661,18.75918961
2024-02-02 11:13:07+00:00,10.0,9.4,998.1,34.0,23.5,3.961911678,0.157836154,18.75918961
2024-02-02 11:14:05+00:00,9.0,8.5,998.12,33.90000153,23.60000038,3.961911678,0.156596661,18.75918961
2024-02-02 11:16:05+00:00,8.7,8.7,998.1,33.79999924,23.60000038,3.961911678,0.157215163,19.15842247
2024-02-02 11:17:05+00:00,12.0,12.0,998.09,33.79999924,23.70000076,3.961911678,0.157215163,19.15842247
2024-02-02 11:20:05+00:00,8.2,8.2,998.03,33.5,23.79999924,3.943661451,0.158459723,19.15842247
2024-02-02 11:21:05+00:00,8.0,8.0,998.01,33.5,23.89999962,3.943661451,0.157215163,19.15842247
2024-02-02 11:23:07+00:00,8.8,8.8,998.02,33.29999924,24.0,3.943661451,0.157215163,19.56896973
2024-02-02 11:24:05+00:00,10.0,9.2,997.95,33.20000076,24.0,3.961911678,0.157836154,19.56896973
2024-02-02 11:26:07+00:00,10.0,10.0,997.97,33.20000076,24.10000038,3.961911678,0.157215163,15.01322079
2024-02-02 11:27:05+00:00,10.6,10.4,997.93,33.20000076,24.10000038,3.943661451,0.157215163,15.01322079
2024-02-02 11:29:05+00:00,10.0,10.0,997.89,33.0,24.20000076,3.943661451,0.157215163,19.56896973
2024-02-02 11:30:05+00:00,7.5,7.5,997.89,33.0,24.20000076,3.943661451,0.158459723,19.56896973
2024-02-02 11:32:05+00:00,12.3,12.3,997.88,32.90000153,24.20000076,3.943661451,0.15908584,19.56896973
2024-02-02 11:33:05+00:00,9.8,9.3,997.88,32.90000153,24.29999924,3.943661451,0.157215163,19.56896973
2024-02-02 11:35:05+00:00,12.8,12.8,997.85,32.90000153,24.29999924,3.943661451,0.158459723,19.15842247
2024-02-02 11:36:06+00:00,10.4,10.4,997.82,32.90000153,24.29999924,3.943661451,0.157836154,19.15842247
2024-02-02 11:38:05+00:00,8.5,8.5,997.83,32.70000076,24.29999924,3.961911678,0.158459723,20.42566872
2024-02-02 11:39:06+00:00,10.0,10.0,997.81,32.70000076,24.29999924,3.943661451,0.158459723,20.42566872
2024-02-02 11:41:05+00:00,11.5,10.8,997.78,32.70000076,24.29999924,3.943661451,0.158459723,15.61576462
2024-02-02 11:42:07+00:00,9.6,9.6,997.78,32.70000076,24.39999962,3.943661451,0.158459723,15.61576462
2024-02-02 11:44:05+00:00,8.8,8.8,997.78,32.59999847,24.39999962,3.943661451,0.158459723,20.42566872
2024-02-02 11:45:06+00:00,9.0,9.0,997.7,32.59999847,24.39999962,3.943661451,0.157836154,20.42566872
2024-02-02 11:47:05+00:00,9.2,9.2,997.74,32.59999847,24.39999962,3.943661451,0.157215163,20.42566872
2024-02-02 11:48:05+00:00,8.6,8.4,997.73,32.59999847,24.39999962,3.943661451,0.157215163,20.42566872
2024-02-02 11:51:05+00:00,8.0,8.0,997.71,32.59999847,24.39999962,3.943661451,0.157215163,19.99123955
2024-02-02 11:52:06+00:00,6.7,6.7,997.72,32.59999847,24.39999962,3.998657703,0.157215163,19.99123955
2024-02-02 11:54:05+00:00,8.8,8.8,997.73,32.59999847,24.39999962,3.961911678,0.157215163,19.99123955
2024-02-02 11:55:06+00:00,9.8,9.8,997.69,32.59999847,24.39999962,3.961911678,0.157215163,19.99123955
2024-02-02 11:57:05+00:00,12.0,12.0,997.75,32.59999847,24.39999962,3.961911678,0.158459723,19.99123955
2024-02-02 11:58:05+00:00,7.6,7.6,997.74,32.59999847,24.39999962,3.961911678,0.157215163,19.99123955
2024-02-02 12:00:05+00:00,11.4,11.4,997.72,32.59999847,24.39999962,3.980243444,0.157215163,19.99123955
2024-02-02 12:01:05+00:00,9.4,9.4,997.77,32.70000076,24.29999924,3.961911678,0.157836154,19.99123955
2024-02-02 12:03:05+00:00,8.4,8.0,997.71,32.70000076,24.29999924,3.943661451,0.15908584,20.42566872
2024-02-02 12:04:05+00:00,6.7,6.7,997.7,32.79999924,24.29999924,3.943661451,0.157836154,20.42566872
2024-02-02 12:06:05+00:00,10.2,10.2,997.66,33.20000076,24.0,3.943661451,0.158459723,20.42566872
2024-02-02 12:07:05+00:00,8.4,8.4,997.61,33.29999924,23.89999962,3.961911678,0.157836154,20.42566872
2024-02-02 12:09:05+00:00,9.3,9.3,997.64,33.70000076,23.60000038,3.961911678,0.156596661,20.42566872
2024-02-02 12:10:05+00:00,8.2,8.2,997.61,33.90000153,23.60000038,3.961911678,0.157836154,20.42566872
2024-02-02 12:12:05+00:00,6.2,6.2,997.62,34.29999924,23.39999962,3.980243444,0.157215163,20.49855804
2024-02-02 12:13:05+00:00,10.6,10.6,997.63,34.79999924,23.10000038,3.961911678,0.157215163,20.49855804
2024-02-02 12:14:05+00:00,10.2,10.0,997.59,35.29999924,22.70000076,3.943661451,0.157215163,19.21819878
2024-02-02 12:15:05+00:00,9.5,9.5,997.59,35.79999924,22.39999962,3.943661451,0.157836154,18.04159927
2024-02-02 12:16:05+00:00,8.3,8.3,997.62,36.20000076,22.20000076,3.943661451,0.158459723,20.05954552
2024-02-02 12:17:05+00:00,8.4,8.4,997.58,36.59999847,22.0,3.961911678,0.157215163,18.81501198
2024-02-02 12:18:06+00:00,8.0,8.0,997.52,36.90000153,21.79999924,3.943661451,0.158459723,20.49855804
2024-02-02 12:19:05+00:00,7.7,7.7,997.49,37.09999847,21.70000076,3.943661451,0.157836154,20.05954552
2024-02-02 12:20:06+00:00,9.8,9.8,997.49,37.40000153,21.5,3.943661451,0.157836154,19.63290215
2024-02-02 12:21:06+00:00,11.4,11.2,997.46,37.40000153,21.5,3.943661451,0.157836154,20.95041084
2024-02-02 12:22:05+00:00,8.8,8.8,997.42,37.40000153,21.5,3.925492048,0.157836154,19.63290215
2024-02-02 12:23:05+00:00,8.0,8.0,997.46,37.09999847,21.5,3.943661451,0.157836154,20.05954552
2024-02-02 12:24:05+00:00,10.6,10.4,997.5,36.90000153,21.79999924,3.943661451,0.157836154,20.05954552
2024-02-02 12:25:05+00:00,9.5,8.8,997.5,36.79999924,21.89999962,3.943661451,0.157836154,20.05954552
2024-02-02 12:26:05+00:00,8.3,8.3,997.5,36.79999924,21.79999924,3.943661451,0.157836154,20.49855804
2024-02-02 12:27:05+00:00,8.3,8.0,997.53,36.90000153,21.79999924,3.943661451,0.157215163,20.05954552
2024-02-02 12:28:05+00:00,10.5,10.0,997.45,37.0,21.79999924,3.925492048,0.158459723,20.05954552
2024-02-02 12:29:05+00:00,9.4,9.4,997.41,37.09999847,21.70000076,3.925492048,0.157836154,20.05954552
2024-02-02 12:30:05+00:00,7.7,7.7,997.42,37.09999847,21.70000076,3.925492048,0.157836154,15.33585739
2024-02-02 12:31:06+00:00,9.6,9.6,997.36,37.20000076,21.60000038,3.943661451,0.157836154,20.49855804
2024-02-02 12:32:05+00:00,9.0,9.0,997.34,37.20000076,21.60000038,3.943661451,0.15908584,20.05954552
2024-02-02 12:33:05+00:00,10.5,10.0,997.32,37.09999847,21.60000038,3.925492048,0.157836154,18.81501198
2024-02-02 12:34:07+00:00,9.8,9.8,997.32,37.20000076,21.60000038,3.907404184,0.158459723,20.05954552
2024-02-02 12:35:05+00:00,9.5,9.5,997.32,37.29999924,21.60000038,3.943661451,0.15908584,20.49855804
2024-02-02 12:36:05+00:00,4.5,3.7,997.32,37.20000076,21.60000038,3.925492048,0.157836154,20.05954552
2024-02-02 12:37:06+00:00,9.3,9.3,997.32,37.29999924,21.60000038,3.943661451,0.158459723,20.05954552
2024-02-02 12:38:05+00:00,8.0,7.7,997.3,37.29999924,21.60000038,3.943661451,0.15908584,20.05954552
2024-02-02 12:39:05+00:00,6.7,6.7,997.27,37.20000076,21.60000038,3.943661451,0.15908584,20.05954552
2024-02-02 12:40:06+00:00,7.2,7.2,997.29,37.20000076,21.60000038,3.943661451,0.15908584,20.05954552
2024-02-02 12:41:05+00:00,5.6,5.6,997.3,37.09999847,21.5,3.907404184,0.158459723,20.05954552
2024-02-02 12:42:05+00:00,8.2,8.2,997.35,37.0,21.39999962,3.907404184,0.15908584,20.49855804
2024-02-02 12:43:05+00:00,8.0,8.0,997.3,36.90000153,21.5,3.907404184,0.158459723,20.49855804
2024-02-02 12:44:06+00:00,8.0,8.0,997.31,36.90000153,21.60000038,3.925492048,0.158459723,20.49855804
2024-02-02 12:45:05+00:00,6.5,6.5,997.32,37.09999847,21.60000038,3.907404184,0.158459723,15.95921516
2024-02-02 12:46:05+00:00,6.0,6.0,997.32,37.40000153,21.39999962,3.925492048,0.15971452,20.49855804
2024-02-02 12:47:06+00:00,6.2,6.2,997.32,37.79999924,21.20000076,3.925492048,0.158459723,15.95921516
2024-02-02 12:48:05+00:00,7.2,7.2,997.28,37.90000153,21.20000076,3.925492048,0.157836154,15.33585739
2024-02-02 12:49:05+00:00,8.3,7.7,997.28,37.90000153,21.20000076,3.925492048,0.157836154,20.05954552
2024-02-02 12:50:06+00:00,9.8,9.3,997.29,37.90000153,21.10000038,3.907404184,0.15908584,15.33585739
2024-02-02 12:51:05+00:00,10.0,10.0,997.28,38.09999847,21.0,3.943661451,0.157836154,20.05954552
